190001,32.9,1.6
190101,32.8,1.5
190201,28.5,-2.8
190301,29.6,-1.7
190401,22.3,-9.0
190501,25.3,-6.0
190601,37.3,6.0
190701,33.0,1.7
190801,30.2,-1.1
190901,31.7,0.4
191001,30.1,-1.2
191101,34.3,3.0
191201,21.6,-9.7
191301,39.2,7.9
191401,34.2,2.9
191501,31.6,0.3
191601,35.9,4.6
191701,31.5,0.2
191801,19.0,-12.3
191901,34.8,3.5
192001,26.1,-5.2
192101,33.1,1.8
192201,27.7,-3.6
192301,32.5,1.2
192401,31.1,-0.2
192501,28.5,-2.8
192601,30.2,-1.1
192701,30.6,-0.7
192801,33.2,1.9
192901,29.9,-1.4
193001,32.2,0.9
193101,34.3,3.0
193201,42.9,11.6
193301,39.6,8.3
193401,35.9,4.6
193501,29.0,-2.3
193601,25.7,-5.6
193701,39.5,8.2
193801,31.3,0.0
193901,33.2,1.9
194001,20.0,-11.3
194101,29.8,-1.5
194201,30.3,-1.0
194301,31.9,0.6
194401,32.8,1.5
194501,25.9,-5.4
194601,32.6,1.3
194701,37.3,6.0
194801,24.8,-6.5
194901,38.9,7.6
195001,41.9,10.6
195101,34.2,2.9
195201,36.4,5.1
195301,36.8,5.5
195401,31.9,0.6
195501,30.6,-0.7
195601,30.6,-0.7
195701,29.2,-2.1
195801,30.2,-1.1
195901,29.9,-1.4
196001,34.0,2.7
196101,26.1,-5.2
196201,31.4,0.1
196301,27.5,-3.8
196401,32.3,1.0
196501,29.4,-1.9
196601,27.6,-3.7
196701,36.7,5.4
196801,27.0,-4.3
196901,28.3,-3.0
197001,24.9,-6.4
197101,26.7,-4.6
197201,35.0,3.7
197301,33.9,2.6
197401,37.9,6.6
197501,35.3,4.0
197601,28.3,-3.0
197701,20.4,-10.9
197801,25.7,-5.6
197901,28.8,-2.5
198001,31.1,-0.2
198101,26.6,-4.7
198201,24.5,-6.8
198301,32.3,1.0
198401,26.7,-4.6
198501,27.3,-4.0
198601,31.4,0.1
198701,30.5,-0.8
198801,26.9,-4.4
198901,36.2,4.9
199001,40.1,8.8
199101,33.1,1.8
199201,34.0,2.7
199301,36.0,4.7
199401,24.9,-6.4
199501,35.9,4.6
199601,29.7,-1.6
199701,32.5,1.2
199801,39.8,8.5
199901,34.6,3.3
200001,32.1,0.8
200101,31.6,0.3
200201,38.8,7.5
200301,28.4,-2.9
200401,28.0,-3.3
200501,34.7,3.4
200601,40.8,9.5
200701,37.8,6.5
200801,34.8,3.5
200901,28.7,-2.6
201001,32.0,0.7
201101,29.2,-2.1
201201,36.1,4.8
201301,36.0,4.7
201401,25.6,-5.7
201501,29.0,-2.3
201601,30.9,-0.4
201701,37.9,6.6
201801,31.0,-0.3
201901,33.2,1.9
202001,38.3,7.0
202101,34.8,3.5
202201,30.0,-1.3
202301,41.8,10.5
202401,35.9,4.6
